Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,profit_per_quantity,outlier_status
2015-10-04,4,October,2015,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-10-11,11,October,2013,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-10-11,11,October,2015,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-10-14,14,October,2013,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-10-14,14,October,2015,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-11-15,15,November,2013,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-11-15,15,November,2015,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-12-08,8,December,2013,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-12-08,8,December,2015,27,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-08-25,25,August,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-08-25,25,August,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2,755,1215,871,1510,2381,435.5,not outlier
2013-11-06,6,November,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-11-06,6,November,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-11-17,17,November,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-11-17,17,November,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",3,755,1215,1307,2265,3572,435.66666666666669,not outlier
2013-11-30,30,November,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-11-30,30,November,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2,755,1215,871,1510,2381,435.5,not outlier
2013-12-04,4,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-12-04,4,December,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-12-21,21,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-12-21,21,December,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-12-30,30,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2015-12-30,30,December,2015,28,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,436,755,1191,436.0,not outlier
2013-12-09,9,December,2013,44,Adults (35-64),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,266,755,1021,266.0,not outlier
2015-12-09,9,December,2015,44,Adults (35-64),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,266,755,1021,266.0,not outlier
2013-08-16,16,August,2013,30,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,193,755,948,193.0,not outlier
2015-08-16,16,August,2015,30,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 54",3,755,1215,578,2265,2843,192.66666666666666,not outlier
2013-10-10,10,October,2013,30,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,193,755,948,193.0,not outlier
2015-10-10,10,October,2015,30,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,193,755,948,193.0,not outlier
2014-05-23,23,May,2014,53,Adults (35-64),M,Germany,Brandenburg,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,448,755,1203,448.0,not outlier
2016-05-23,23,May,2016,53,Adults (35-64),M,Germany,Brandenburg,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,448,755,1203,448.0,not outlier
2014-05-03,3,May,2014,28,Young Adults (25-34),M,Germany,Brandenburg,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,448,755,1203,448.0,not outlier
2016-05-03,3,May,2016,28,Young Adults (25-34),M,Germany,Brandenburg,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,448,755,1203,448.0,not outlier
2014-05-08,8,May,2014,35,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2016-05-08,8,May,2016,35,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2014-02-23,23,February,2014,29,Young Adults (25-34),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2016-02-23,23,February,2016,29,Young Adults (25-34),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",2,755,1215,483,1510,1993,241.5,not outlier
2014-01-20,20,January,2014,28,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2016-01-20,20,January,2016,28,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2014-02-13,13,February,2014,28,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2016-02-13,13,February,2016,28,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2013-08-08,8,August,2013,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2015-08-08,8,August,2015,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2014-02-17,17,February,2014,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2016-02-17,17,February,2016,45,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2014-03-02,2,March,2014,17,Youth (<25),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,375.0,not outlier
2016-03-02,2,March,2016,17,Youth (<25),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",3,755,1215,1125,2265,3390,375.0,not outlier
2014-04-27,27,April,2014,43,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2016-04-27,27,April,2016,43,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2013-12-19,19,December,2013,22,Youth (<25),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2015-12-19,19,December,2015,22,Youth (<25),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2013-12-12,12,December,2013,47,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,448,755,1203,448.0,not outlier
2015-12-12,12,December,2015,47,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2,755,1215,896,1510,2406,448.0,not outlier
2013-11-27,27,November,2013,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2015-11-27,27,November,2015,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2013-12-19,19,December,2013,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2015-12-19,19,December,2015,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2014-06-17,17,June,2014,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2016-06-17,17,June,2016,39,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,241.0,not outlier
2014-06-07,7,June,2014,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2016-06-07,7,June,2016,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,302,755,1057,302.0,not outlier
2013-11-09,9,November,2013,35,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2015-11-09,9,November,2015,35,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,906,2265,3171,302.0,not outlier
2013-11-14,14,November,2013,35,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2015-11-14,14,November,2015,35,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2013-09-10,10,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2015-09-10,10,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2013-09-23,23,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2015-09-23,23,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,750,1510,2260,375.0,not outlier
2014-01-29,29,January,2014,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-01-29,29,January,2016,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,750,1510,2260,375.0,not outlier
2014-05-07,7,May,2014,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-05-07,7,May,2016,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-01-12,12,January,2014,35,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,290,755,1045,290.0,not outlier
2016-01-12,12,January,2016,35,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,870,2265,3135,290.0,not outlier
2014-03-17,17,March,2014,35,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,290,755,1045,290.0,not outlier
2016-03-17,17,March,2016,35,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,290,755,1045,290.0,not outlier
2013-07-05,5,July,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-07-05,5,July,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-07-31,31,July,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-07-31,31,July,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-08-03,3,August,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-08-03,3,August,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-10-28,28,October,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-10-28,28,October,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-12-20,20,December,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-12-20,20,December,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-12-28,28,December,2013,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-12-28,28,December,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,823,1510,2333,411.5,not outlier
2014-02-22,22,February,2014,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2016-02-22,22,February,2016,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1234,2265,3499,411.33333333333331,not outlier
2014-03-28,28,March,2014,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2016-03-28,28,March,2016,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1234,2265,3499,411.33333333333331,not outlier
2014-06-05,5,June,2014,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2016-06-05,5,June,2016,38,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-10-05,5,October,2013,24,Youth (<25),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-10-05,5,October,2015,24,Youth (<25),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1234,2265,3499,411.33333333333331,not outlier
2013-11-09,9,November,2013,24,Youth (<25),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-11-09,9,November,2015,24,Youth (<25),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2014-02-18,18,February,2014,58,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2016-02-18,18,February,2016,58,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,823,1510,2333,411.5,not outlier
2014-03-01,1,March,2014,58,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2016-03-01,1,March,2016,58,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,823,1510,2333,411.5,not outlier
2013-10-13,13,October,2013,54,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-10-13,13,October,2015,54,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2013-12-15,15,December,2013,35,Adults (35-64),M,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,411,755,1166,411.0,not outlier
2015-12-15,15,December,2015,35,Adults (35-64),M,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1234,2265,3499,411.33333333333331,not outlier
2013-11-30,30,November,2013,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2015-11-30,30,November,2015,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-04-03,3,April,2014,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-04-03,3,April,2016,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-04-07,7,April,2014,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-04-07,7,April,2016,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,750,1510,2260,375.0,not outlier
2013-12-06,6,December,2013,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2015-12-06,6,December,2015,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-03-05,5,March,2014,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-03-05,5,March,2016,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-01-15,15,January,2014,39,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-01-15,15,January,2016,39,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2014-02-01,1,February,2014,39,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-02-01,1,February,2016,39,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2014-06-16,16,June,2014,30,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-06-16,16,June,2016,30,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2013-10-11,11,October,2013,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2015-10-11,11,October,2015,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2014-06-14,14,June,2014,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-06-14,14,June,2016,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,483,1510,1993,241.5,not outlier
2014-06-28,28,June,2014,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-06-28,28,June,2016,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2014-06-30,30,June,2014,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-06-30,30,June,2016,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2013-12-19,19,December,2013,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2015-12-19,19,December,2015,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,410,1510,1920,205.0,not outlier
2013-12-29,29,December,2013,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2015-12-29,29,December,2015,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,615,2265,2880,205.0,not outlier
2014-02-12,12,February,2014,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2016-02-12,12,February,2016,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2014-03-09,9,March,2014,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2016-03-09,9,March,2016,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2014-06-20,20,June,2014,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2016-06-20,20,June,2016,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,205.0,not outlier
2013-07-01,1,July,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2015-07-01,1,July,2015,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2013-07-03,3,July,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2015-07-03,3,July,2015,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2013-07-17,17,July,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2015-07-17,17,July,2015,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1307,2265,3572,435.66666666666669,not outlier
2013-08-28,28,August,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2015-08-28,28,August,2015,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,871,1510,2381,435.5,not outlier
2013-11-15,15,November,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2015-11-15,15,November,2015,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2014-02-01,1,February,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-02-01,1,February,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2014-02-21,21,February,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-02-21,21,February,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2014-03-13,13,March,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-03-13,13,March,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2014-04-28,28,April,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-04-28,28,April,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2014-04-30,30,April,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-04-30,30,April,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
